date,day,week,month,quarter,year,day_of_week,day_name,week_of_year,day_of_year,weekend_flag,holiday_name,holiday_flag,festival_flag,festival_name,season,financial_month,financial_year,financial_quarter
2025-04-20,20,16,4,2,2025,6,Sunday,16,110,True,,False,False,,Summer,1,2025,1
2025-04-21,21,17,4,2,2025,0,Monday,17,111,False,,False,False,,Summer,1,2025,1
2025-04-22,22,17,4,2,2025,1,Tuesday,17,112,False,,False,False,,Summer,1,2025,1
2025-04-23,23,17,4,2,2025,2,Wednesday,17,113,False,,False,False,,Summer,1,2025,1
2025-04-24,24,17,4,2,2025,3,Thursday,17,114,False,,False,False,,Summer,1,2025,1
2025-04-25,25,17,4,2,2025,4,Friday,17,115,False,,False,False,,Summer,1,2025,1
2025-04-26,26,17,4,2,2025,5,Saturday,17,116,True,,False,False,,Summer,1,2025,1
2025-04-27,27,17,4,2,2025,6,Sunday,17,117,True,,False,False,,Summer,1,2025,1
2025-04-28,28,18,4,2,2025,0,Monday,18,118,False,,False,False,,Summer,1,2025,1
2025-04-29,29,18,4,2,2025,1,Tuesday,18,119,False,,False,False,,Summer,1,2025,1
2025-04-30,30,18,4,2,2025,2,Wednesday,18,120,False,,False,False,,Summer,1,2025,1
2025-05-01,1,18,5,2,2025,3,Thursday,18,121,False,Labour Day,True,False,,Summer,2,2025,1
2025-05-02,2,18,5,2,2025,4,Friday,18,122,False,,False,False,,Summer,2,2025,1
2025-05-03,3,18,5,2,2025,5,Saturday,18,123,True,,False,False,,Summer,2,2025,1
2025-05-04,4,18,5,2,2025,6,Sunday,18,124,True,,False,False,,Summer,2,2025,1
2025-05-05,5,19,5,2,2025,0,Monday,19,125,False,,False,False,,Summer,2,2025,1
2025-05-06,6,19,5,2,2025,1,Tuesday,19,126,False,,False,False,,Summer,2,2025,1
2025-05-07,7,19,5,2,2025,2,Wednesday,19,127,False,,False,False,,Summer,2,2025,1
2025-05-08,8,19,5,2,2025,3,Thursday,19,128,False,,False,False,,Summer,2,2025,1
2025-05-09,9,19,5,2,2025,4,Friday,19,129,False,,False,False,,Summer,2,2025,1
2025-05-10,10,19,5,2,2025,5,Saturday,19,130,True,,False,False,,Summer,2,2025,1
2025-05-11,11,19,5,2,2025,6,Sunday,19,131,True,,False,False,,Summer,2,2025,1
2025-05-12,12,20,5,2,2025,0,Monday,20,132,False,,False,False,,Summer,2,2025,1
2025-05-13,13,20,5,2,2025,1,Tuesday,20,133,False,,False,False,,Summer,2,2025,1
2025-05-14,14,20,5,2,2025,2,Wednesday,20,134,False,,False,False,,Summer,2,2025,1
2025-05-15,15,20,5,2,2025,3,Thursday,20,135,False,,False,False,,Summer,2,2025,1
2025-05-16,16,20,5,2,2025,4,Friday,20,136,False,,False,False,,Summer,2,2025,1
2025-05-17,17,20,5,2,2025,5,Saturday,20,137,True,,False,False,,Summer,2,2025,1
2025-05-18,18,20,5,2,2025,6,Sunday,20,138,True,,False,False,,Summer,2,2025,1
2025-05-19,19,21,5,2,2025,0,Monday,21,139,False,,False,False,,Summer,2,2025,1
2025-05-20,20,21,5,2,2025,1,Tuesday,21,140,False,,False,False,,Summer,2,2025,1
2025-05-21,21,21,5,2,2025,2,Wednesday,21,141,False,,False,False,,Summer,2,2025,1
2025-05-22,22,21,5,2,2025,3,Thursday,21,142,False,,False,False,,Summer,2,2025,1
2025-05-23,23,21,5,2,2025,4,Friday,21,143,False,,False,False,,Summer,2,2025,1
2025-05-24,24,21,5,2,2025,5,Saturday,21,144,True,,False,False,,Summer,2,2025,1
2025-05-25,25,21,5,2,2025,6,Sunday,21,145,True,,False,False,,Summer,2,2025,1
2025-05-26,26,22,5,2,2025,0,Monday,22,146,False,,False,False,,Summer,2,2025,1
2025-05-27,27,22,5,2,2025,1,Tuesday,22,147,False,,False,False,,Summer,2,2025,1
2025-05-28,28,22,5,2,2025,2,Wednesday,22,148,False,,False,False,,Summer,2,2025,1
2025-05-29,29,22,5,2,2025,3,Thursday,22,149,False,,False,False,,Summer,2,2025,1
2025-05-30,30,22,5,2,2025,4,Friday,22,150,False,,False,False,,Summer,2,2025,1
2025-05-31,31,22,5,2,2025,5,Saturday,22,151,True,,False,False,,Summer,2,2025,1
2025-06-01,1,22,6,2,2025,6,Sunday,22,152,True,,False,False,,Summer,3,2025,1
2025-06-02,2,23,6,2,2025,0,Monday,23,153,False,,False,False,,Summer,3,2025,1
2025-06-03,3,23,6,2,2025,1,Tuesday,23,154,False,,False,False,,Summer,3,2025,1
2025-06-04,4,23,6,2,2025,2,Wednesday,23,155,False,,False,False,,Summer,3,2025,1
2025-06-05,5,23,6,2,2025,3,Thursday,23,156,False,,False,False,,Summer,3,2025,1
2025-06-06,6,23,6,2,2025,4,Friday,23,157,False,,False,False,,Summer,3,2025,1
2025-06-07,7,23,6,2,2025,5,Saturday,23,158,True,,False,False,,Summer,3,2025,1
2025-06-08,8,23,6,2,2025,6,Sunday,23,159,True,,False,False,,Summer,3,2025,1
2025-06-09,9,24,6,2,2025,0,Monday,24,160,False,,False,False,,Summer,3,2025,1
2025-06-10,10,24,6,2,2025,1,Tuesday,24,161,False,,False,False,,Summer,3,2025,1
2025-06-11,11,24,6,2,2025,2,Wednesday,24,162,False,,False,False,,Summer,3,2025,1
2025-06-12,12,24,6,2,2025,3,Thursday,24,163,False,,False,False,,Summer,3,2025,1
2025-06-13,13,24,6,2,2025,4,Friday,24,164,False,,False,False,,Summer,3,2025,1
2025-06-14,14,24,6,2,2025,5,Saturday,24,165,True,,False,False,,Summer,3,2025,1
2025-06-15,15,24,6,2,2025,6,Sunday,24,166,True,,False,False,,Summer,3,2025,1
2025-06-16,16,25,6,2,2025,0,Monday,25,167,False,,False,False,,Summer,3,2025,1
2025-06-17,17,25,6,2,2025,1,Tuesday,25,168,False,,False,False,,Summer,3,2025,1
2025-06-18,18,25,6,2,2025,2,Wednesday,25,169,False,,False,False,,Summer,3,2025,1
2025-06-19,19,25,6,2,2025,3,Thursday,25,170,False,,False,False,,Summer,3,2025,1
2025-06-20,20,25,6,2,2025,4,Friday,25,171,False,,False,False,,Summer,3,2025,1
2025-06-21,21,25,6,2,2025,5,Saturday,25,172,True,,False,False,,Summer,3,2025,1
2025-06-22,22,25,6,2,2025,6,Sunday,25,173,True,,False,False,,Summer,3,2025,1
2025-06-23,23,26,6,2,2025,0,Monday,26,174,False,,False,False,,Summer,3,2025,1
2025-06-24,24,26,6,2,2025,1,Tuesday,26,175,False,,False,False,,Summer,3,2025,1
2025-06-25,25,26,6,2,2025,2,Wednesday,26,176,False,,False,False,,Summer,3,2025,1
2025-06-26,26,26,6,2,2025,3,Thursday,26,177,False,,False,False,,Summer,3,2025,1
2025-06-27,27,26,6,2,2025,4,Friday,26,178,False,,False,False,,Summer,3,2025,1
2025-06-28,28,26,6,2,2025,5,Saturday,26,179,True,,False,False,,Summer,3,2025,1
2025-06-29,29,26,6,2,2025,6,Sunday,26,180,True,,False,False,,Summer,3,2025,1
2025-06-30,30,27,6,2,2025,0,Monday,27,181,False,,False,False,,Summer,3,2025,1
2025-07-01,1,27,7,3,2025,1,Tuesday,27,182,False,,False,False,,Monsoon,4,2025,2
2025-07-02,2,27,7,3,2025,2,Wednesday,27,183,False,,False,False,,Monsoon,4,2025,2
2025-07-03,3,27,7,3,2025,3,Thursday,27,184,False,,False,False,,Monsoon,4,2025,2
2025-07-04,4,27,7,3,2025,4,Friday,27,185,False,,False,False,,Monsoon,4,2025,2
2025-07-05,5,27,7,3,2025,5,Saturday,27,186,True,,False,False,,Monsoon,4,2025,2
2025-07-06,6,27,7,3,2025,6,Sunday,27,187,True,,False,False,,Monsoon,4,2025,2
2025-07-07,7,28,7,3,2025,0,Monday,28,188,False,,False,False,,Monsoon,4,2025,2
2025-07-08,8,28,7,3,2025,1,Tuesday,28,189,False,,False,False,,Monsoon,4,2025,2
2025-07-09,9,28,7,3,2025,2,Wednesday,28,190,False,,False,False,,Monsoon,4,2025,2
2025-07-10,10,28,7,3,2025,3,Thursday,28,191,False,,False,False,,Monsoon,4,2025,2
2025-07-11,11,28,7,3,2025,4,Friday,28,192,False,,False,False,,Monsoon,4,2025,2
2025-07-12,12,28,7,3,2025,5,Saturday,28,193,True,,False,False,,Monsoon,4,2025,2
2025-07-13,13,28,7,3,2025,6,Sunday,28,194,True,,False,False,,Monsoon,4,2025,2
2025-07-14,14,29,7,3,2025,0,Monday,29,195,False,,False,False,,Monsoon,4,2025,2
2025-07-15,15,29,7,3,2025,1,Tuesday,29,196,False,,False,False,,Monsoon,4,2025,2
2025-07-16,16,29,7,3,2025,2,Wednesday,29,197,False,,False,False,,Monsoon,4,2025,2
2025-07-17,17,29,7,3,2025,3,Thursday,29,198,False,,False,False,,Monsoon,4,2025,2
2025-07-18,18,29,7,3,2025,4,Friday,29,199,False,,False,False,,Monsoon,4,2025,2
2025-07-19,19,29,7,3,2025,5,Saturday,29,200,True,,False,False,,Monsoon,4,2025,2
2025-07-20,20,29,7,3,2025,6,Sunday,29,201,True,,False,False,,Monsoon,4,2025,2
2025-07-21,21,30,7,3,2025,0,Monday,30,202,False,,False,False,,Monsoon,4,2025,2
2025-07-22,22,30,7,3,2025,1,Tuesday,30,203,False,,False,False,,Monsoon,4,2025,2
2025-07-23,23,30,7,3,2025,2,Wednesday,30,204,False,,False,False,,Monsoon,4,2025,2
2025-07-24,24,30,7,3,2025,3,Thursday,30,205,False,,False,False,,Monsoon,4,2025,2
2025-07-25,25,30,7,3,2025,4,Friday,30,206,False,,False,False,,Monsoon,4,2025,2
2025-07-26,26,30,7,3,2025,5,Saturday,30,207,True,,False,False,,Monsoon,4,2025,2
2025-07-27,27,30,7,3,2025,6,Sunday,30,208,True,,False,False,,Monsoon,4,2025,2
2025-07-28,28,31,7,3,2025,0,Monday,31,209,False,,False,False,,Monsoon,4,2025,2
2025-07-29,29,31,7,3,2025,1,Tuesday,31,210,False,,False,False,,Monsoon,4,2025,2
2025-07-30,30,31,7,3,2025,2,Wednesday,31,211,False,,False,False,,Monsoon,4,2025,2
2025-07-31,31,31,7,3,2025,3,Thursday,31,212,False,,False,False,,Monsoon,4,2025,2
2025-08-01,1,31,8,3,2025,4,Friday,31,213,False,,False,False,,Monsoon,5,2025,2
2025-08-02,2,31,8,3,2025,5,Saturday,31,214,True,,False,False,,Monsoon,5,2025,2
2025-08-03,3,31,8,3,2025,6,Sunday,31,215,True,,False,True,Raksha Bandhan,Monsoon,5,2025,2
2025-08-04,4,32,8,3,2025,0,Monday,32,216,False,,False,True,Raksha Bandhan,Monsoon,5,2025,2
2025-08-05,5,32,8,3,2025,1,Tuesday,32,217,False,,False,True,Raksha Bandhan,Monsoon,5,2025,2
2025-08-06,6,32,8,3,2025,2,Wednesday,32,218,False,,False,True,Raksha Bandhan,Monsoon,5,2025,2
2025-08-07,7,32,8,3,2025,3,Thursday,32,219,False,,False,True,Raksha Bandhan,Monsoon,5,2025,2
2025-08-08,8,32,8,3,2025,4,Friday,32,220,False,,False,True,Raksha Bandhan,Monsoon,5,2025,2
2025-08-09,9,32,8,3,2025,5,Saturday,32,221,True,,False,True,Raksha Bandhan,Monsoon,5,2025,2
2025-08-10,10,32,8,3,2025,6,Sunday,32,222,True,,False,False,,Monsoon,5,2025,2
2025-08-11,11,33,8,3,2025,0,Monday,33,223,False,,False,False,,Monsoon,5,2025,2
2025-08-12,12,33,8,3,2025,1,Tuesday,33,224,False,,False,False,,Monsoon,5,2025,2
2025-08-13,13,33,8,3,2025,2,Wednesday,33,225,False,,False,False,,Monsoon,5,2025,2
2025-08-14,14,33,8,3,2025,3,Thursday,33,226,False,,False,False,,Monsoon,5,2025,2
2025-08-15,15,33,8,3,2025,4,Friday,33,227,False,Independence Day,True,False,,Monsoon,5,2025,2
2025-08-16,16,33,8,3,2025,5,Saturday,33,228,True,,False,False,,Monsoon,5,2025,2
2025-08-17,17,33,8,3,2025,6,Sunday,33,229,True,,False,False,,Monsoon,5,2025,2
2025-08-18,18,34,8,3,2025,0,Monday,34,230,False,,False,False,,Monsoon,5,2025,2
2025-08-19,19,34,8,3,2025,1,Tuesday,34,231,False,,False,False,,Monsoon,5,2025,2
2025-08-20,20,34,8,3,2025,2,Wednesday,34,232,False,,False,False,,Monsoon,5,2025,2
2025-08-21,21,34,8,3,2025,3,Thursday,34,233,False,,False,True,Ganesh Chaturthi,Monsoon,5,2025,2
2025-08-22,22,34,8,3,2025,4,Friday,34,234,False,,False,True,Ganesh Chaturthi,Monsoon,5,2025,2
2025-08-23,23,34,8,3,2025,5,Saturday,34,235,True,,False,True,Ganesh Chaturthi,Monsoon,5,2025,2
2025-08-24,24,34,8,3,2025,6,Sunday,34,236,True,,False,True,Ganesh Chaturthi,Monsoon,5,2025,2
2025-08-25,25,35,8,3,2025,0,Monday,35,237,False,,False,True,Ganesh Chaturthi,Monsoon,5,2025,2
2025-08-26,26,35,8,3,2025,1,Tuesday,35,238,False,,False,True,Ganesh Chaturthi,Monsoon,5,2025,2
2025-08-27,27,35,8,3,2025,2,Wednesday,35,239,False,,False,True,Ganesh Chaturthi,Monsoon,5,2025,2
2025-08-28,28,35,8,3,2025,3,Thursday,35,240,False,,False,False,,Monsoon,5,2025,2
2025-08-29,29,35,8,3,2025,4,Friday,35,241,False,,False,False,,Monsoon,5,2025,2
2025-08-30,30,35,8,3,2025,5,Saturday,35,242,True,,False,False,,Monsoon,5,2025,2
2025-08-31,31,35,8,3,2025,6,Sunday,35,243,True,,False,False,,Monsoon,5,2025,2
2025-09-01,1,36,9,3,2025,0,Monday,36,244,False,,False,False,,Monsoon,6,2025,2
2025-09-02,2,36,9,3,2025,1,Tuesday,36,245,False,,False,False,,Monsoon,6,2025,2
2025-09-03,3,36,9,3,2025,2,Wednesday,36,246,False,,False,False,,Monsoon,6,2025,2
2025-09-04,4,36,9,3,2025,3,Thursday,36,247,False,,False,False,,Monsoon,6,2025,2
2025-09-05,5,36,9,3,2025,4,Friday,36,248,False,,False,False,,Monsoon,6,2025,2
2025-09-06,6,36,9,3,2025,5,Saturday,36,249,True,,False,False,,Monsoon,6,2025,2
2025-09-07,7,36,9,3,2025,6,Sunday,36,250,True,,False,False,,Monsoon,6,2025,2
2025-09-08,8,37,9,3,2025,0,Monday,37,251,False,,False,False,,Monsoon,6,2025,2
2025-09-09,9,37,9,3,2025,1,Tuesday,37,252,False,,False,False,,Monsoon,6,2025,2
2025-09-10,10,37,9,3,2025,2,Wednesday,37,253,False,,False,False,,Monsoon,6,2025,2
2025-09-11,11,37,9,3,2025,3,Thursday,37,254,False,,False,False,,Monsoon,6,2025,2
2025-09-12,12,37,9,3,2025,4,Friday,37,255,False,,False,False,,Monsoon,6,2025,2
2025-09-13,13,37,9,3,2025,5,Saturday,37,256,True,,False,False,,Monsoon,6,2025,2
2025-09-14,14,37,9,3,2025,6,Sunday,37,257,True,,False,False,,Monsoon,6,2025,2
2025-09-15,15,38,9,3,2025,0,Monday,38,258,False,,False,False,,Monsoon,6,2025,2
2025-09-16,16,38,9,3,2025,1,Tuesday,38,259,False,,False,False,,Monsoon,6,2025,2
2025-09-17,17,38,9,3,2025,2,Wednesday,38,260,False,,False,False,,Monsoon,6,2025,2
2025-09-18,18,38,9,3,2025,3,Thursday,38,261,False,,False,False,,Monsoon,6,2025,2
2025-09-19,19,38,9,3,2025,4,Friday,38,262,False,,False,False,,Monsoon,6,2025,2
2025-09-20,20,38,9,3,2025,5,Saturday,38,263,True,,False,False,,Monsoon,6,2025,2
2025-09-21,21,38,9,3,2025,6,Sunday,38,264,True,,False,False,,Monsoon,6,2025,2
2025-09-22,22,39,9,3,2025,0,Monday,39,265,False,,False,False,,Monsoon,6,2025,2
2025-09-23,23,39,9,3,2025,1,Tuesday,39,266,False,,False,False,,Monsoon,6,2025,2
2025-09-24,24,39,9,3,2025,2,Wednesday,39,267,False,,False,False,,Monsoon,6,2025,2
2025-09-25,25,39,9,3,2025,3,Thursday,39,268,False,,False,False,,Monsoon,6,2025,2
2025-09-26,26,39,9,3,2025,4,Friday,39,269,False,,False,True,Dussehra,Monsoon,6,2025,2
