promotion_id,product_id,store_id,promotion_type,start_date,end_date,duration_days,discount_percentage,display_flag,bundle_flag,promotion_channel,region,promotion_units,promotion_spend
PR0000732,P00003,S00025,Bundle,2025-07-13,2025-07-27,15,26.82,False,True,In-store,South,3441,201056.23
PR0000733,P00003,S00025,Price Discount,2025-07-29,2025-08-08,11,21.87,False,False,Both,South,2151,24809.9
PR0000734,P00003,S00025,Buy One Get One,2025-09-23,2025-10-13,21,28.22,False,False,Digital,South,2742,217379.09
PR0000735,P00003,S00025,Buy One Get One,2025-10-25,2025-11-11,18,19.95,False,False,In-store,South,1679,80379.93
PR0000736,P00004,S00139,Price Discount,2023-01-22,2023-02-07,17,11.14,False,False,In-store,West,3750,136511.31
PR0000737,P00004,S00139,Bundle,2023-11-12,2023-11-16,5,5.86,False,True,In-store,West,1047,179677.93
PR0000738,P00004,S00139,Price Discount,2023-11-26,2023-12-06,11,26.81,False,False,Both,West,3543,96284.73
PR0000739,P00004,S00139,Loyalty Offer,2023-12-17,2023-12-29,13,31.27,False,False,In-store,West,2797,192683.71
PR0000740,P00004,S00139,Price Discount,2024-01-24,2024-02-10,18,38.74,False,False,Digital,West,7658,156838.54
PR0000741,P00004,S00139,Price Discount,2024-04-13,2024-04-25,13,10.6,False,False,In-store,West,3874,110404.46
PR0000742,P00004,S00139,Price Discount,2024-06-09,2024-06-29,21,19.47,False,False,In-store,West,4916,42306.74
PR0000743,P00004,S00139,Buy One Get One,2024-07-12,2024-07-20,9,37.73,False,False,Both,West,6221,78199.76
PR0000744,P00004,S00139,Loyalty Offer,2025-02-18,2025-03-04,15,22.63,False,False,Both,West,1554,190400.81
PR0000745,P00004,S00139,Price Discount,2025-06-23,2025-07-10,18,35.82,True,False,In-store,West,7850,99431.1
PR0000746,P00004,S00139,Price Discount,2025-10-19,2025-11-05,18,7.23,False,False,In-store,West,1618,70496.26
PR0000747,P00004,S00139,Bundle,2025-12-24,2025-12-31,8,22.64,True,True,In-store,West,1220,164836.58
PR0000748,P00004,S00122,Price Discount,2023-04-11,2023-04-15,5,22.26,False,False,In-store,East,406,40584.16
PR0000749,P00004,S00122,Buy One Get One,2023-04-20,2023-05-08,19,20.86,False,False,In-store,East,1143,189431.7
PR0000750,P00004,S00122,Price Discount,2023-05-09,2023-05-23,15,7.13,False,False,Both,East,501,176715.35
PR0000751,P00004,S00122,Loyalty Offer,2023-05-30,2023-06-08,10,13.55,False,False,In-store,East,333,108640.9
PR0000752,P00004,S00122,Price Discount,2023-08-10,2023-08-16,7,35.06,False,False,Both,East,453,32077.28
PR0000753,P00004,S00122,Price Discount,2023-11-12,2023-11-22,11,36.05,True,False,Digital,East,357,181308.76
PR0000754,P00004,S00122,Coupon,2023-12-06,2023-12-14,9,34.8,False,False,Both,East,246,199760.72
PR0000755,P00004,S00122,Price Discount,2023-12-27,2024-01-15,20,13.32,False,False,Digital,East,300,101126.92
PR0000756,P00004,S00122,Price Discount,2024-06-08,2024-06-24,17,37.51,False,False,Digital,East,953,26512.97
PR0000757,P00004,S00122,Price Discount,2025-04-03,2025-04-09,7,9.93,False,False,In-store,East,145,134677.46
PR0000758,P00004,S00122,Bundle,2025-04-20,2025-04-24,5,39.96,False,True,In-store,East,205,117606.1
PR0000759,P00004,S00122,Coupon,2025-05-18,2025-05-28,11,9.3,False,False,In-store,East,136,112990.77
PR0000760,P00004,S00122,Bundle,2025-06-10,2025-06-26,17,9.15,False,True,Digital,East,284,23698.82
PR0000761,P00004,S00122,Bundle,2025-08-20,2025-09-05,17,14.45,False,True,In-store,East,251,164141.57
PR0000762,P00004,S00122,Loyalty Offer,2025-11-25,2025-12-03,9,29.14,False,False,In-store,East,172,54129.59
PR0000763,P00004,S00122,Bundle,2025-12-26,2025-12-31,6,34.17,True,True,In-store,East,126,87892.01
PR0000764,P00004,S00155,Price Discount,2023-03-09,2023-03-22,14,39.75,False,False,Both,South,4009,108923.64
PR0000765,P00004,S00155,Coupon,2023-04-03,2023-04-19,17,26.89,False,False,In-store,South,3476,94532.18
PR0000766,P00004,S00155,Display,2023-07-27,2023-08-14,19,23.15,True,False,In-store,South,3663,165362.63
PR0000767,P00004,S00155,Loyalty Offer,2024-03-28,2024-04-12,16,6.61,False,False,Both,South,1776,106204.36
PR0000768,P00004,S00155,Coupon,2024-04-16,2024-05-03,18,6.65,False,False,Both,South,1474,95303.76
PR0000769,P00004,S00155,Buy One Get One,2024-08-11,2024-08-29,19,21.65,False,False,In-store,South,3103,112443.99
PR0000770,P00004,S00155,Buy One Get One,2025-02-08,2025-02-20,13,23.58,True,False,Digital,South,1801,190141.62
PR0000771,P00004,S00155,Buy One Get One,2025-03-06,2025-03-26,21,26.39,False,False,Both,South,4506,55841.82
PR0000772,P00004,S00155,Loyalty Offer,2025-05-27,2025-06-13,18,14.25,False,False,In-store,South,1794,175804.9
PR0000773,P00004,S00155,Display,2025-06-26,2025-07-15,20,15.13,True,False,Both,South,1827,157499.41
PR0000774,P00004,S00155,Bundle,2025-08-14,2025-08-24,11,32.41,False,True,In-store,South,1663,182104.09
PR0000775,P00004,S00155,Price Discount,2025-10-01,2025-10-19,19,21.17,False,False,Digital,South,2080,94953.62
PR0000776,P00004,S00155,Coupon,2025-11-10,2025-11-29,20,36.53,False,False,In-store,South,3138,180724.48
PR0000777,P00004,S00155,Coupon,2025-12-27,2025-12-31,5,15.14,False,False,Both,South,280,184815.12
PR0000778,P00004,S00014,Price Discount,2023-03-13,2023-03-22,10,31.39,False,False,Digital,West,1813,113655.41
PR0000779,P00004,S00014,Price Discount,2023-03-23,2023-04-04,13,31.82,True,False,In-store,West,3599,99476.17
PR0000780,P00004,S00014,Loyalty Offer,2023-07-01,2023-07-12,12,37.79,False,False,Both,West,2802,71676.55
PR0000781,P00004,S00014,Display,2023-12-21,2023-12-30,10,17.92,True,False,Both,West,960,200001.55
PR0000782,P00004,S00014,Coupon,2024-01-26,2024-02-10,16,36.15,False,False,In-store,West,1862,183178.17
PR0000783,P00004,S00014,Price Discount,2024-02-14,2024-02-20,7,14.01,False,False,Digital,West,690,165734.34
PR0000784,P00004,S00014,Bundle,2024-03-03,2024-03-10,8,10.86,False,True,In-store,West,610,37440.76
PR0000785,P00004,S00014,Loyalty Offer,2024-03-27,2024-04-05,10,28.27,False,False,Both,West,1964,21913.73
PR0000786,P00004,S00014,Display,2024-06-04,2024-06-22,19,34.86,True,False,Both,West,2917,17182.76
PR0000787,P00004,S00014,Display,2024-07-01,2024-07-20,20,20.01,True,False,Both,West,1707,163516.89
PR0000788,P00004,S00014,Display,2024-09-29,2024-10-10,12,19.51,True,False,Digital,West,1023,173701.51
PR0000789,P00004,S00014,Price Discount,2025-08-15,2025-09-01,18,33.03,False,False,In-store,West,1459,32347.51
PR0000790,P00004,S00080,Loyalty Offer,2023-01-07,2023-01-20,14,35.11,False,False,In-store,West,5209,62236.7
PR0000791,P00004,S00080,Coupon,2023-01-30,2023-02-18,20,33.49,False,False,Both,West,6936,101698.45
PR0000792,P00004,S00080,Buy One Get One,2023-05-17,2023-06-05,20,24.24,False,False,Digital,West,6219,63070.44
PR0000793,P00004,S00080,Price Discount,2023-09-04,2023-09-20,17,28.67,False,False,Digital,West,4034,160323.9
PR0000794,P00004,S00080,Price Discount,2023-09-29,2023-10-16,18,7.02,False,False,In-store,West,2514,128316.32
PR0000795,P00004,S00080,Loyalty Offer,2024-03-04,2024-03-21,18,30.28,False,False,Both,West,5068,20162.48
PR0000796,P00004,S00080,Bundle,2024-03-26,2024-04-05,11,12.72,False,True,Both,West,2426,182695.42
PR0000797,P00004,S00080,Price Discount,2024-04-23,2024-05-03,11,6.05,True,False,In-store,West,1715,186761.97
PR0000798,P00004,S00080,Bundle,2024-05-04,2024-05-19,16,19.4,True,True,In-store,West,5131,174808.4
PR0000799,P00004,S00080,Bundle,2025-02-28,2025-03-11,12,35.26,True,True,In-store,West,2223,151955.56
PR0000800,P00004,S00080,Bundle,2025-04-25,2025-05-13,19,9.93,False,True,In-store,West,2028,165077.21
PR0000801,P00004,S00080,Price Discount,2025-06-24,2025-06-29,6,6.6,False,False,In-store,West,433,80447.11
PR0000802,P00004,S00080,Bundle,2025-07-01,2025-07-15,15,29.21,False,True,In-store,West,1955,178087.73
PR0000803,P00004,S00080,Buy One Get One,2025-07-19,2025-08-03,16,23.59,False,False,Both,West,2253,132001.86
PR0000804,P00004,S00080,Display,2025-11-14,2025-11-20,7,24.16,True,False,Both,West,287,162505.17
PR0000805,P00004,S00047,Bundle,2023-05-31,2023-06-15,16,8.8,True,True,Both,South,3785,136115.81
PR0000806,P00004,S00047,Buy One Get One,2023-06-22,2023-07-11,20,7.14,False,False,In-store,South,4621,90015.26
PR0000807,P00004,S00047,Price Discount,2023-09-11,2023-09-24,14,23.97,True,False,In-store,South,4064,209321.47
PR0000808,P00004,S00047,Price Discount,2023-12-02,2023-12-18,17,38.45,False,False,Both,South,6457,188250.61
PR0000809,P00004,S00047,Price Discount,2024-03-26,2024-04-11,17,34.63,True,False,Digital,South,7897,124548.42
PR0000810,P00004,S00047,Bundle,2024-05-20,2024-06-05,17,24.17,False,True,In-store,South,6815,173736.33
PR0000811,P00004,S00047,Price Discount,2024-07-29,2024-08-11,14,38.55,False,False,Digital,South,8183,44657.71
PR0000812,P00004,S00047,Loyalty Offer,2024-12-25,2025-01-10,17,21.2,False,False,In-store,South,2553,24161.03
PR0000813,P00004,S00047,Bundle,2025-05-01,2025-05-06,6,38.65,False,True,Both,South,3517,17483.68
PR0000814,P00004,S00047,Buy One Get One,2025-05-14,2025-05-31,18,5.9,False,False,In-store,South,2955,38687.97
PR0000815,P00004,S00047,Price Discount,2025-07-19,2025-08-01,14,8.52,False,False,In-store,South,2171,73737.63
PR0000816,P00004,S00047,Buy One Get One,2025-08-18,2025-08-23,6,14.56,False,False,In-store,South,1641,125497.84
PR0000817,P00004,S00047,Loyalty Offer,2025-09-07,2025-09-20,14,15.9,False,False,Digital,South,3212,27715.6
PR0000818,P00004,S00047,Display,2025-11-17,2025-12-05,19,37.64,True,False,In-store,South,6930,205779.09
PR0000819,P00004,S00126,Coupon,2023-02-17,2023-03-06,18,23.28,False,False,Both,South,11027,176786.52
PR0000820,P00004,S00126,Buy One Get One,2023-03-10,2023-03-18,9,8.6,False,False,Digital,South,3336,203638.38
PR0000821,P00004,S00126,Coupon,2023-09-02,2023-09-17,16,36.92,False,False,In-store,South,6171,150748.15
PR0000822,P00004,S00126,Buy One Get One,2023-10-19,2023-10-31,13,15.68,False,False,Digital,South,2839,76182.38
PR0000823,P00004,S00126,Price Discount,2024-07-26,2024-08-10,16,26.18,True,False,In-store,South,5531,139713.44
PR0000824,P00004,S00126,Display,2024-10-17,2024-10-21,5,8.6,True,False,In-store,South,770,55780.73
PR0000825,P00004,S00126,Price Discount,2025-01-03,2025-01-20,18,17.77,False,False,Digital,South,2753,88466.71
PR0000826,P00004,S00126,Price Discount,2025-06-18,2025-07-02,15,12.75,False,False,Digital,South,2272,67334.18
PR0000827,P00004,S00126,Bundle,2025-07-07,2025-07-12,6,21.6,False,True,In-store,South,2055,99056.46
PR0000828,P00004,S00126,Price Discount,2025-09-24,2025-09-29,6,21.46,False,False,Digital,South,638,184211.63
PR0000829,P00004,S00025,Price Discount,2023-04-26,2023-05-12,17,8.45,False,False,Both,South,4920,63762.95
PR0000830,P00004,S00025,Display,2023-05-14,2023-05-30,17,10.4,True,False,In-store,South,7299,94458.9
PR0000831,P00004,S00025,Display,2023-06-21,2023-07-06,16,29.96,True,False,In-store,South,10441,129889.39
PR0000832,P00004,S00025,Display,2023-08-29,2023-09-10,13,29.41,True,False,Digital,South,7231,214556.31
PR0000833,P00004,S00025,Price Discount,2024-01-15,2024-01-30,16,23.34,False,False,Digital,South,4585,173931.06
PR0000834,P00004,S00025,Price Discount,2024-03-12,2024-03-27,16,33.6,False,False,In-store,South,9516,171287.24
PR0000835,P00004,S00025,Price Discount,2024-04-07,2024-04-22,16,8.95,False,False,Digital,South,4929,117974.46
PR0000836,P00004,S00025,Price Discount,2024-05-05,2024-05-10,6,17.34,False,False,In-store,South,1659,153545.73
PR0000837,P00004,S00025,Coupon,2025-05-12,2025-05-17,6,21.22,False,False,Both,South,1543,156664.18
PR0000838,P00004,S00053,Buy One Get One,2023-08-17,2023-08-26,10,5.07,True,False,In-store,South,1187,112629.28
PR0000839,P00004,S00053,Price Discount,2024-07-27,2024-08-01,6,8.91,False,False,Both,South,183,16065.72
PR0000840,P00004,S00053,Buy One Get One,2024-08-31,2024-09-08,9,24.45,True,False,In-store,South,1517,34511.76
PR0000841,P00004,S00053,Price Discount,2024-10-31,2024-11-07,8,29.55,True,False,Both,South,884,142990.66
PR0000842,P00004,S00053,Price Discount,2024-11-20,2024-11-28,9,27.7,False,False,Digital,South,437,79004.3
PR0000843,P00004,S00053,Price Discount,2025-03-16,2025-03-29,14,32.03,False,False,Digital,South,1293,92318.16
PR0000844,P00004,S00053,Buy One Get One,2025-04-22,2025-05-06,15,30.75,True,False,Digital,South,2011,107559.27
PR0000845,P00004,S00053,Price Discount,2025-05-10,2025-05-17,8,23.51,False,False,In-store,South,1042,155267.07
PR0000846,P00004,S00053,Loyalty Offer,2025-08-25,2025-09-14,21,22.8,False,False,In-store,South,1152,90995.0
PR0000847,P00004,S00053,Buy One Get One,2025-10-29,2025-11-05,8,15.04,False,False,In-store,South,143,197107.92
PR0000848,P00004,S00053,Loyalty Offer,2025-12-15,2025-12-20,6,22.18,False,False,Both,South,112,151672.86
PR0000849,P00004,S00108,Display,2023-04-07,2023-04-22,16,27.11,True,False,Both,East,11044,211094.44
PR0000850,P00004,S00108,Price Discount,2023-05-01,2023-05-06,6,22.83,False,False,In-store,East,3324,174999.62
PR0000851,P00004,S00108,Price Discount,2023-06-12,2023-06-18,7,36.97,False,False,Digital,East,6403,179933.01
PR0000852,P00004,S00108,Display,2023-07-24,2023-08-05,13,9.61,True,False,In-store,East,3403,133803.69
PR0000853,P00004,S00108,Bundle,2023-09-11,2023-09-24,14,15.79,True,True,Digital,East,4457,120133.13
PR0000854,P00004,S00108,Bundle,2023-10-01,2023-10-20,20,35.84,False,True,In-store,East,11051,151168.46
PR0000855,P00004,S00108,Price Discount,2023-11-01,2023-11-17,17,19.88,False,False,Both,East,5797,17533.77
PR0000856,P00004,S00108,Display,2024-03-15,2024-04-03,20,20.59,True,False,In-store,East,5261,24285.51
PR0000857,P00004,S00108,Bundle,2024-05-28,2024-06-17,21,37.02,False,True,Digital,East,15782,204138.85
PR0000858,P00004,S00108,Loyalty Offer,2024-09-29,2024-10-10,12,35.99,False,False,Both,East,2997,79607.62
PR0000859,P00004,S00108,Price Discount,2024-11-09,2024-11-15,7,14.5,True,False,Both,East,718,32133.55
PR0000860,P00004,S00108,Loyalty Offer,2025-02-14,2025-02-21,8,16.54,False,False,In-store,East,1100,22542.82
PR0000861,P00004,S00108,Price Discount,2025-02-26,2025-03-17,20,30.35,False,False,In-store,East,5879,115815.37
PR0000862,P00004,S00108,Display,2025-10-28,2025-11-13,17,29.64,True,False,In-store,East,1105,126991.44
PR0000863,P00004,S00108,Bundle,2025-12-27,2025-12-31,5,19.72,False,True,Digital,East,393,38603.49
PR0000864,P00004,S00167,Coupon,2023-01-22,2023-01-30,9,16.32,False,False,In-store,East,608,137759.96
PR0000865,P00004,S00167,Price Discount,2023-05-05,2023-05-13,9,35.52,False,False,Digital,East,962,162475.65
PR0000866,P00004,S00167,Loyalty Offer,2023-05-20,2023-05-31,12,31.96,False,False,In-store,East,1971,81753.9
PR0000867,P00004,S00167,Price Discount,2023-06-07,2023-06-15,9,32.24,True,False,In-store,East,1996,205438.27
PR0000868,P00004,S00167,Price Discount,2023-07-22,2023-07-30,9,13.22,False,False,Digital,East,785,19060.26
PR0000869,P00004,S00167,Loyalty Offer,2023-08-28,2023-09-06,10,12.31,False,False,In-store,East,458,176040.97
PR0000870,P00004,S00167,Coupon,2023-09-21,2023-10-06,16,23.54,False,False,Digital,East,1116,31376.78
PR0000871,P00004,S00167,Price Discount,2023-10-17,2023-11-01,16,33.13,True,False,In-store,East,2936,43676.83
PR0000872,P00004,S00167,Display,2024-05-10,2024-05-17,8,15.29,True,False,In-store,East,441,187782.9
PR0000873,P00004,S00167,Buy One Get One,2024-06-12,2024-06-19,8,10.24,False,False,In-store,East,505,83320.04
PR0000874,P00004,S00167,Bundle,2024-07-24,2024-08-12,20,30.9,False,True,Both,East,2547,33138.34
PR0000875,P00004,S00167,Display,2025-03-21,2025-03-28,8,13.57,True,False,In-store,East,207,48654.18
PR0000876,P00004,S00167,Price Discount,2025-05-11,2025-05-17,7,39.15,True,False,Both,East,749,101823.33
PR0000877,P00004,S00167,Coupon,2025-06-09,2025-06-27,19,31.7,False,False,Both,East,1143,205061.9
PR0000878,P00004,S00167,Bundle,2025-07-09,2025-07-16,8,32.73,False,True,In-store,East,638,61287.15
PR0000879,P00004,S00167,Price Discount,2025-08-04,2025-08-12,9,16.96,False,False,Both,East,558,169911.06
PR0000880,P00004,S00167,Display,2025-09-07,2025-09-14,8,6.86,True,False,In-store,East,170,123372.15
PR0000881,P00004,S00167,Bundle,2025-09-25,2025-10-11,17,11.69,False,True,Digital,East,612,80308.98
PR0000882,P00004,S00195,Price Discount,2023-05-03,2023-05-22,20,25.45,False,False,In-store,South,5356,18372.83
PR0000883,P00004,S00195,Price Discount,2023-06-22,2023-07-04,13,5.44,False,False,Both,South,1271,182809.59
PR0000884,P00004,S00195,Buy One Get One,2023-11-09,2023-11-13,5,15.79,False,False,Digital,South,189,71927.81
PR0000885,P00004,S00195,Price Discount,2023-11-24,2023-11-29,6,37.16,False,False,Both,South,1167,69270.18
PR0000886,P00004,S00195,Buy One Get One,2024-05-23,2024-05-30,8,31.89,False,False,In-store,South,1534,164583.61
PR0000887,P00004,S00195,Buy One Get One,2024-06-18,2024-06-29,12,33.9,False,False,Both,South,2395,148772.35
PR0000888,P00004,S00195,Bundle,2024-07-11,2024-07-26,16,20.69,False,True,Digital,South,2028,143787.75
PR0000889,P00004,S00195,Display,2024-09-27,2024-10-06,10,7.72,True,False,Digital,South,445,67269.2
PR0000890,P00004,S00195,Loyalty Offer,2025-04-03,2025-04-10,8,30.71,False,False,Digital,South,1266,60166.05
PR0000891,P00004,S00195,Buy One Get One,2025-04-30,2025-05-08,9,11.36,True,False,In-store,South,763,40641.44
PR0000892,P00004,S00195,Buy One Get One,2025-10-30,2025-11-06,8,39.18,False,False,In-store,South,448,132415.52
PR0000893,P00004,S00092,Buy One Get One,2023-03-27,2023-04-14,19,30.07,False,False,Digital,East,9033,210226.41
PR0000894,P00004,S00092,Bundle,2023-04-22,2023-04-28,7,16.0,False,True,Digital,East,2885,89836.32
PR0000895,P00004,S00092,Bundle,2023-05-17,2023-05-23,7,21.75,False,True,Both,East,2369,195720.29
PR0000896,P00004,S00092,Coupon,2023-06-09,2023-06-13,5,11.53,False,False,Both,East,968,30270.4
PR0000897,P00004,S00092,Bundle,2023-07-25,2023-08-13,20,8.21,False,True,In-store,East,4190,48559.01
PR0000898,P00004,S00092,Buy One Get One,2023-10-20,2023-10-30,11,10.78,False,False,In-store,East,1338,72634.61
PR0000899,P00004,S00092,Display,2023-11-06,2023-11-25,20,20.23,True,False,In-store,East,3498,164053.74
PR0000900,P00004,S00092,Price Discount,2024-01-13,2024-01-17,5,34.41,False,False,Both,East,772,204055.57
PR0000901,P00004,S00092,Bundle,2024-02-07,2024-02-22,16,30.91,False,True,Digital,East,4781,113774.11
PR0000902,P00004,S00092,Buy One Get One,2024-03-02,2024-03-13,12,28.48,False,False,In-store,East,4404,44896.36
PR0000903,P00004,S00092,Coupon,2024-03-15,2024-03-28,14,32.79,False,False,Both,East,6861,78365.96
PR0000904,P00004,S00092,Price Discount,2024-04-02,2024-04-18,17,28.32,False,False,In-store,East,5617,31065.49
PR0000905,P00004,S00092,Loyalty Offer,2024-05-01,2024-05-15,15,32.65,False,False,Digital,East,5881,28371.85
PR0000906,P00004,S00092,Bundle,2024-09-03,2024-09-09,7,28.86,False,True,In-store,East,3161,170104.0
PR0000907,P00004,S00092,Price Discount,2024-10-04,2024-10-24,21,9.48,False,False,In-store,East,2377,195920.83
PR0000908,P00004,S00092,Bundle,2024-12-07,2024-12-14,8,26.62,False,True,Digital,East,1473,123687.91
PR0000909,P00004,S00092,Bundle,2025-04-04,2025-04-20,17,38.67,False,True,In-store,East,7080,191537.19
PR0000910,P00004,S00092,Buy One Get One,2025-07-10,2025-07-29,20,35.71,True,False,In-store,East,9953,218516.48
PR0000911,P00004,S00092,Bundle,2025-09-01,2025-09-14,14,34.65,True,True,Both,East,3827,151553.85
PR0000912,P00004,S00092,Display,2025-11-20,2025-12-02,13,13.46,True,False,Both,East,1121,46295.13
PR0000913,P00004,S00048,Bundle,2023-01-06,2023-01-20,15,37.7,False,True,In-store,North,4601,135115.66
PR0000914,P00004,S00048,Buy One Get One,2023-02-24,2023-03-16,21,22.73,False,False,In-store,North,8538,62874.36
PR0000915,P00004,S00048,Bundle,2023-09-28,2023-10-14,17,16.54,False,True,Digital,North,2550,143102.21
PR0000916,P00004,S00048,Price Discount,2024-02-05,2024-02-24,20,28.12,False,False,In-store,North,4052,116519.28
PR0000917,P00004,S00048,Bundle,2024-04-06,2024-04-15,10,29.88,True,True,In-store,North,6141,17720.61
PR0000918,P00004,S00048,Loyalty Offer,2024-04-16,2024-04-20,5,19.66,False,False,Both,North,1390,145368.72
PR0000919,P00004,S00048,Price Discount,2024-10-11,2024-10-20,10,35.58,False,False,Digital,North,1576,23227.48
PR0000920,P00004,S00048,Loyalty Offer,2024-12-04,2024-12-14,11,38.64,False,False,In-store,North,1124,38232.45
PR0000921,P00004,S00048,Bundle,2025-02-02,2025-02-10,9,9.6,False,True,Both,North,654,93798.36
PR0000922,P00004,S00048,Price Discount,2025-04-25,2025-04-29,5,9.0,False,False,Digital,North,479,166584.63
PR0000923,P00004,S00048,Price Discount,2025-05-06,2025-05-22,17,25.39,False,False,In-store,North,2999,64431.14
PR0000924,P00004,S00048,Coupon,2025-06-26,2025-07-09,14,25.25,False,False,Digital,North,1225,213181.43
PR0000925,P00004,S00048,Bundle,2025-09-01,2025-09-12,12,23.83,False,True,In-store,North,1142,141753.38
PR0000926,P00004,S00048,Buy One Get One,2025-09-17,2025-09-30,14,12.65,True,False,In-store,North,1521,219356.1
PR0000927,P00004,S00048,Loyalty Offer,2025-11-25,2025-12-09,15,5.02,False,False,Digital,North,950,120847.82
PR0000928,P00004,S00026,Price Discount,2023-05-28,2023-06-01,5,5.07,False,False,Digital,North,921,134679.69
PR0000929,P00004,S00026,Display,2023-06-03,2023-06-23,21,14.04,True,False,Both,North,5172,193633.41
PR0000930,P00004,S00026,Price Discount,2023-07-01,2023-07-20,20,27.92,False,False,Both,North,7205,98338.43
PR0000931,P00004,S00026,Loyalty Offer,2024-01-10,2024-01-25,16,8.34,False,False,In-store,North,1411,45385.01
PR0000932,P00004,S00026,Buy One Get One,2024-03-02,2024-03-21,20,36.2,True,False,In-store,North,7562,166292.66
PR0000933,P00004,S00026,Coupon,2024-03-30,2024-04-04,6,21.83,False,False,Digital,North,1184,21319.7
PR0000934,P00004,S00026,Display,2024-06-03,2024-06-14,12,26.13,True,False,Both,North,3999,185980.58
PR0000935,P00004,S00026,Display,2024-08-01,2024-08-15,15,17.85,True,False,In-store,North,3569,138004.82
PR0000936,P00004,S00026,Display,2024-11-03,2024-11-08,6,36.34,True,False,Digital,North,2057,59634.64
PR0000937,P00004,S00026,Coupon,2025-01-20,2025-02-03,15,27.0,False,False,Digital,North,3249,152048.66
PR0000938,P00004,S00026,Display,2025-05-29,2025-06-02,5,32.03,True,False,In-store,North,821,49584.45
PR0000939,P00004,S00049,Buy One Get One,2023-10-06,2023-10-12,7,17.03,False,False,In-store,West,388,159738.67
PR0000940,P00004,S00049,Bundle,2024-01-15,2024-01-26,12,5.55,False,True,Both,West,627,55747.11
PR0000941,P00004,S00049,Loyalty Offer,2024-05-18,2024-05-26,9,33.81,False,False,In-store,West,894,161727.99
PR0000942,P00004,S00049,Price Discount,2024-07-07,2024-07-25,19,29.79,False,False,Digital,West,1386,121504.42
PR0000943,P00004,S00049,Price Discount,2024-10-28,2024-11-16,20,17.52,False,False,Digital,West,786,90201.78
PR0000944,P00004,S00049,Coupon,2025-02-19,2025-03-04,14,20.36,False,False,Digital,West,867,17504.25
PR0000945,P00004,S00049,Display,2025-06-20,2025-07-07,18,25.25,True,False,Digital,West,1734,17621.91
PR0000946,P00004,S00106,Buy One Get One,2023-03-17,2023-03-26,10,33.1,False,False,Both,North,2479,190840.3
PR0000947,P00004,S00106,Price Discount,2023-06-27,2023-07-04,8,26.26,False,False,Both,North,750,100468.98
PR0000948,P00004,S00106,Price Discount,2023-07-24,2023-07-28,5,39.09,False,False,In-store,North,459,61477.24
PR0000949,P00004,S00106,Buy One Get One,2023-09-20,2023-09-30,11,33.88,True,False,In-store,North,720,63273.6
PR0000950,P00004,S00106,Loyalty Offer,2023-12-11,2023-12-25,15,11.0,False,False,Both,North,337,97988.0
PR0000951,P00004,S00106,Price Discount,2024-01-10,2024-01-25,16,25.2,True,False,In-store,North,456,139106.88
PR0000952,P00004,S00106,Price Discount,2024-02-24,2024-03-05,11,33.1,False,False,Both,North,0,179705.61
PR0000953,P00004,S00106,Display,2024-04-02,2024-04-22,21,37.13,True,False,Both,North,625,154795.98
PR0000954,P00004,S00106,Price Discount,2024-05-28,2024-06-01,5,20.44,False,False,In-store,North,246,19114.81
PR0000955,P00004,S00106,Buy One Get One,2024-08-31,2024-09-16,17,35.27,True,False,Both,North,1266,189179.9
PR0000956,P00004,S00106,Price Discount,2024-11-26,2024-11-30,5,27.14,False,False,In-store,North,331,213713.51
PR0000957,P00004,S00106,Bundle,2025-02-03,2025-02-23,21,26.35,True,True,Both,North,1484,111174.16
PR0000958,P00004,S00106,Loyalty Offer,2025-03-15,2025-04-03,20,22.75,False,False,In-store,North,1423,37237.05
PR0000959,P00004,S00106,Coupon,2025-06-17,2025-07-03,17,32.56,False,False,In-store,North,1213,72088.03
PR0000960,P00004,S00106,Buy One Get One,2025-07-22,2025-07-31,10,32.02,True,False,In-store,North,1210,43438.3
PR0000961,P00004,S00097,Coupon,2023-02-21,2023-02-25,5,31.28,False,False,In-store,North,205,23643.66
PR0000962,P00004,S00097,Loyalty Offer,2023-03-10,2023-03-17,8,22.17,False,False,In-store,North,297,148278.54
PR0000963,P00004,S00097,Price Discount,2023-05-04,2023-05-18,15,26.29,False,False,Both,North,513,194846.89
PR0000964,P00004,S00097,Buy One Get One,2023-05-30,2023-06-05,7,39.98,False,False,In-store,North,469,21241.15
PR0000965,P00004,S00097,Display,2023-11-11,2023-11-16,6,5.29,True,False,Both,North,54,83976.14
PR0000966,P00004,S00097,Loyalty Offer,2024-02-24,2024-03-04,10,18.61,False,False,In-store,North,153,133175.25
PR0000967,P00004,S00097,Display,2024-04-08,2024-04-18,11,15.11,True,False,Both,North,260,23214.47
PR0000968,P00004,S00097,Bundle,2025-02-22,2025-03-12,19,18.46,False,True,In-store,North,495,198701.2
PR0000969,P00004,S00097,Loyalty Offer,2025-03-22,2025-04-10,20,7.39,False,False,In-store,North,317,167116.3
PR0000970,P00004,S00097,Display,2025-04-11,2025-04-17,7,32.54,True,False,In-store,North,195,192888.88
PR0000971,P00004,S00097,Buy One Get One,2025-04-28,2025-05-03,6,10.5,False,False,Both,North,97,164688.98
PR0000972,P00004,S00097,Display,2025-06-04,2025-06-20,17,36.67,True,False,In-store,North,466,120579.28
PR0000973,P00004,S00097,Price Discount,2025-06-27,2025-07-10,14,35.07,False,False,In-store,North,579,23743.93
